gene_id	gene_name	class	Huisinga_class
YLR321C	SFH1	TFIID	TFIID-dominated
YLR038C	COX12	TFIID	TFIID-dominated
YNR047W	FPK1	TFIID	TFIID-dominated
YLR185W	RPL37A	TFIID	TFIID-dominated
YDR232W	HEM1	TFIID	TFIID-dominated
YOR075W	UFE1	TFIID	TFIID-dominated
YMR314W	PRE5	TFIID	TFIID-dominated
YBL103C	RTG3	TFIID	TFIID-dominated
YDR464W	SPP41	TFIID	TFIID-dominated
YNL301C	RPL18B	CR	TFIID-dominated
YPR042C	PUF2	TFIID	TFIID-dominated
YDR041W	RSM10	TFIID	TFIID-dominated
YBR245C	ISW1	TFIID	TFIID-dominated
YDR138W	HPR1	TFIID	TFIID-dominated
YJL096W	MRPL49	TFIID	TFIID-dominated
YIL062C	ARC15	TFIID	TFIID-dominated
YDL135C	RDI1	TFIID	TFIID-dominated
YIL084C	SDS3	TFIID	TFIID-dominated
YNL161W	CBK1	TFIID	TFIID-dominated
YDR458C	HEH2	TFIID	TFIID-dominated
YML092C	PRE8	TFIID	TFIID-dominated
YHR013C	ARD1	TFIID	TFIID-dominated
YGL148W	ARO2	TFIID	TFIID-dominated
YGL055W	OLE1	CR	SAGA/TFIID
YDR001C	NTH1	CR	SAGA-dominated
YOR095C	RKI1	TFIID	SAGA/TFIID
YGR074W	SMD1	TFIID	TFIID-dominated
YJL129C	TRK1	TFIID	TFIID-dominated
YHR090C	YNG2	TFIID	TFIID-dominated
YHR152W	SPO12	TFIID	TFIID-dominated
YGL039W	YGL039W	TFIID	TFIID-dominated
YKL099C	UTP11	TFIID	TFIID-dominated
YOL030W	GAS5	CR	TFIID-dominated
YIL031W	ULP2	TFIID	TFIID-dominated
YBR058C-A	TSC3	TFIID	
YPL189C-A	COA2	TFIID	
YPL211W	NIP7	TFIID	TFIID-dominated
YLR114C	AVL9	TFIID	TFIID-dominated
YHR123W	EPT1	TFIID	TFIID-dominated
YOR272W	YTM1	TFIID	TFIID-dominated
YPR025C	CCL1	TFIID	TFIID-dominated
YBL033C	RIB1	CR	TFIID-dominated
YGR261C	APL6	TFIID	TFIID-dominated
YLR045C	STU2	TFIID	TFIID-dominated
YDR161W	YDR161W	TFIID	TFIID-dominated
YKR056W	TRM2	TFIID	TFIID-dominated
YDR189W	SLY1	TFIID	TFIID-dominated
YBR151W	APD1	TFIID	TFIID-dominated
YNR074C	AIF1	CR	TFIID-dominated
YKL167C	MRP49	TFIID	TFIID-dominated
YIL129C	TAO3	TFIID	TFIID-dominated
YDR454C	GUK1	TFIID	TFIID-dominated
YDL027C	YDL027C	TFIID	TFIID-dominated
YBR166C	TYR1	TFIID	TFIID-dominated
YGL200C	EMP24	TFIID	TFIID-dominated
YOL158C	ENB1	CR	TFIID-dominated
YDR297W	SUR2	TFIID	SAGA-dominated
YGL187C	COX4	TFIID	TFIID-dominated
YDR301W	CFT1	TFIID	TFIID-dominated
YGR084C	MRP13	TFIID	TFIID-dominated
YHR197W	RIX1	TFIID	TFIID-dominated
YNR053C	NOG2	TFIID	TFIID-dominated
YGR008C	STF2	CR	SAGA-dominated
YKR030W	GMH1	TFIID	TFIID-dominated
YLR254C	NDL1	TFIID	TFIID-dominated
YDR017C	KCS1	TFIID	TFIID-dominated
YGL094C	PAN2	TFIID	TFIID-dominated
YNL261W	ORC5	TFIID	TFIID-dominated
YBR281C	DUG2	TFIID	TFIID-dominated
YLR166C	SEC10	TFIID	TFIID-dominated
YEL056W	HAT2	TFIID	TFIID-dominated
YJL165C	HAL5	TFIID	TFIID-dominated
YOR109W	INP53	TFIID	TFIID-dominated
YJL005W	CYR1	TFIID	TFIID-dominated
YPL020C	ULP1	TFIID	TFIID-dominated
YMR001C	CDC5	TFIID	TFIID-dominated
YOR035C	SHE4	TFIID	SAGA-dominated
YCL045C	EMC1	TFIID	TFIID-dominated
YKL186C	MTR2	TFIID	TFIID-dominated
YPL070W	MUK1	TFIID	TFIID-dominated
YKR002W	PAP1	TFIID	TFIID-dominated
YBR267W	REI1	TFIID	TFIID-dominated
YBL078C	ATG8	TFIID	SAGA-dominated
YER175C	TMT1	TFIID	SAGA-dominated
YNL027W	CRZ1	TFIID	TFIID-dominated
YKR018C	YKR018C	TFIID	TFIID-dominated
YIL026C	IRR1	TFIID	TFIID-dominated
YBL045C	COR1	TFIID	TFIID-dominated
YOR160W	MTR10	TFIID	TFIID-dominated
YJR050W	ISY1	TFIID	TFIID-dominated
YJL197W	UBP12	TFIID	TFIID-dominated
YGR208W	SER2	TFIID	TFIID-dominated
YCL057W	PRD1	TFIID	TFIID-dominated
YKL130C	SHE2	TFIID	TFIID-dominated
YER100W	UBC6	TFIID	TFIID-dominated
YER035W	EDC2	CR	SAGA-dominated
YGR038W	ORM1	TFIID	TFIID-dominated
YNL090W	RHO2	TFIID	TFIID-dominated
YPR104C	FHL1	TFIID	TFIID-dominated
YLR186W	EMG1	TFIID	TFIID-dominated
YMR300C	ADE4	TFIID	SAGA-dominated
YHR073W	OSH3	TFIID	TFIID-dominated
YBR155W	CNS1	TFIID	TFIID-dominated
YOL133W	HRT1	TFIID	TFIID-dominated
YFL007W	BLM10	TFIID	TFIID-dominated
YGL040C	HEM2	TFIID	TFIID-dominated
YPR020W	ATP20	TFIID	TFIID-dominated
YOR091W	TMA46	TFIID	TFIID-dominated
YOR108W	LEU9	TFIID	TFIID-dominated
YBR212W	NGR1	TFIID	TFIID-dominated
YOR217W	RFC1	TFIID	TFIID-dominated
YER146W	LSM5	TFIID	TFIID-dominated
YPL057C	SUR1	CR	SAGA-dominated
YAL059W	ECM1	TFIID	TFIID-dominated
YOR132W	VPS17	TFIID	TFIID-dominated
YJR010C-A	SPC1	TFIID	TFIID-dominated
YDL056W	MBP1	TFIID	TFIID-dominated
YGR252W	GCN5	TFIID	TFIID-dominated
YPL242C	IQG1	TFIID	TFIID-dominated
YJR011C	YJR011C	TFIID	TFIID-dominated
YKL128C	PMU1	TFIID	TFIID-dominated
YCR067C	SED4	TFIID	TFIID-dominated
YLR429W	CRN1	TFIID	TFIID-dominated
YJL033W	HCA4	TFIID	TFIID-dominated
YFR051C	RET2	TFIID	TFIID-dominated
YJL198W	PHO90	TFIID	TFIID-dominated
YEL053C	MAK10	TFIID	TFIID-dominated
YBL032W	HEK2	TFIID	no call
YLL001W	DNM1	TFIID	TFIID-dominated
YIL125W	KGD1	TFIID	TFIID-dominated
YIL090W	ICE2	TFIID	TFIID-dominated
YKR072C	SIS2	TFIID	SAGA-dominated
YDR485C	VPS72	TFIID	TFIID-dominated
YDR494W	RSM28	TFIID	TFIID-dominated
YOR086C	TCB1	TFIID	TFIID-dominated
YPR118W	MRI1	TFIID	TFIID-dominated
YPR088C	SRP54	TFIID	TFIID-dominated
YDR181C	SAS4	TFIID	TFIID-dominated
YJR132W	NMD5	TFIID	TFIID-dominated
YAL017W	PSK1	TFIID	TFIID-dominated
YGL172W	NUP49	TFIID	TFIID-dominated
YPR069C	SPE3	CR	TFIID-dominated
YPL081W	RPS9A	TFIID	TFIID-dominated
YMR261C	TPS3	TFIID	SAGA-dominated
YLR414C	PUN1	CR	SAGA-dominated
YNL147W	LSM7	TFIID	TFIID-dominated
YHL027W	RIM101	TFIID	TFIID-dominated
YER172C	BRR2	TFIID	TFIID-dominated
YLR328W	NMA1	TFIID	TFIID-dominated
YNL050C	YNL050C	TFIID	TFIID-dominated
YNL051W	COG5	TFIID	TFIID-dominated
YNL288W	CAF40	TFIID	TFIID-dominated
YNL182C	IPI3	TFIID	TFIID-dominated
YPL234C	VMA11	TFIID	TFIID-dominated
YOR273C	TPO4	CR	TFIID-dominated
YBL097W	BRN1	TFIID	TFIID-dominated
YNL238W	KEX2	TFIID	TFIID-dominated
YDR098C	GRX3	TFIID	TFIID-dominated
YLR096W	KIN2	TFIID	TFIID-dominated
YOR119C	RIO1	TFIID	TFIID-dominated
YNL199C	GCR2	TFIID	TFIID-dominated
YJR062C	NTA1	TFIID	TFIID-dominated
YOR211C	MGM1	TFIID	TFIID-dominated
YFR041C	ERJ5	TFIID	TFIID-dominated
YFR031C	SMC2	TFIID	TFIID-dominated
YKR064W	OAF3	TFIID	TFIID-dominated
YOR171C	LCB4	TFIID	TFIID-dominated
YIL047C	SYG1	TFIID	TFIID-dominated
YPL266W	DIM1	TFIID	TFIID-dominated
YEL036C	ANP1	TFIID	TFIID-dominated
YMR071C	TVP18	TFIID	TFIID-dominated
YKL008C	LAC1	CR	TFIID-dominated
YIL147C	SLN1	TFIID	TFIID-dominated
YLR095C	IOC2	TFIID	no call
YPL163C	SVS1	CR	SAGA-dominated
YLR367W	RPS22B	TFIID	TFIID-dominated
YNL330C	RPD3	TFIID	TFIID-dominated
YML071C	COG8	TFIID	TFIID-dominated
YBR234C	ARC40	TFIID	TFIID-dominated
YHR181W	SVP26	TFIID	TFIID-dominated
YMR296C	LCB1	TFIID	TFIID-dominated
YLR073C	RFU1	TFIID	TFIID-dominated
YPR034W	ARP7	TFIID	TFIID-dominated
YJL011C	RPC17	TFIID	TFIID-dominated
YAR007C	RFA1	TFIID	TFIID-dominated
YNL062C	GCD10	TFIID	TFIID-dominated
YGL129C	RSM23	TFIID	TFIID-dominated
YGL111W	NSA1	TFIID	TFIID-dominated
YLR278C	YLR278C	TFIID	TFIID-dominated
YMR304W	UBP15	TFIID	TFIID-dominated
YGR063C	SPT4	TFIID	TFIID-dominated
YDR216W	ADR1	TFIID	TFIID-dominated
YGL178W	MPT5	TFIID	TFIID-dominated
YHR165C	PRP8	TFIID	TFIID-dominated
YLR138W	NHA1	TFIID	TFIID-dominated
YOL032W	OPI10	TFIID	TFIID-dominated
YMR117C	SPC24	TFIID	TFIID-dominated
YBL040C	ERD2	TFIID	TFIID-dominated
YER111C	SWI4	TFIID	TFIID-dominated
YLR454W	FMP27	TFIID	TFIID-dominated
YBR073W	RDH54	TFIID	TFIID-dominated
YHR118C	ORC6	TFIID	TFIID-dominated
YLR120C	YPS1	TFIID	SAGA-dominated
YOL013C	HRD1	TFIID	TFIID-dominated
YMR061W	RNA14	TFIID	TFIID-dominated
YHR146W	CRP1	TFIID	TFIID-dominated
YBL107C	MIX23	TFIID	no call
YDR159W	SAC3	TFIID	TFIID-dominated
YCR065W	HCM1	CR	TFIID-dominated
YGR147C	NAT2	TFIID	TFIID-dominated
YOR150W	MRPL23	TFIID	TFIID-dominated
YGL041W-A	YGL041W-A	TFIID	
YMR145C	NDE1	CR	TFIID-dominated
YML100W	TSL1	CR	SAGA-dominated
YCR069W	CPR4	TFIID	no call
YPL116W	HOS3	TFIID	TFIID-dominated
YKL010C	UFD4	TFIID	TFIID-dominated
YBR015C	MNN2	TFIID	TFIID-dominated
YCR107W	AAD3	TFIID	TFIID-dominated
YJR143C	PMT4	TFIID	SAGA/TFIID
YPR073C	LTP1	TFIID	TFIID-dominated
YBL090W	MRP21	TFIID	TFIID-dominated
YMR016C	SOK2	TFIID	TFIID-dominated
YNL111C	CYB5	TFIID	TFIID-dominated
YGR081C	SLX9	TFIID	TFIID-dominated
YBR095C	RXT2	TFIID	TFIID-dominated
YDR498C	SEC20	TFIID	TFIID-dominated
YPR141C	KAR3	TFIID	TFIID-dominated
YNR013C	PHO91	TFIID	TFIID-dominated
YML125C	PGA3	TFIID	TFIID-dominated
YGL049C	TIF4632	TFIID	SAGA-dominated
YLR226W	BUR2	TFIID	TFIID-dominated
YCL001W	RER1	TFIID	TFIID-dominated
YPL203W	TPK2	TFIID	TFIID-dominated
YHR200W	RPN10	TFIID	TFIID-dominated
YDR481C	PHO8	TFIID	TFIID-dominated
YER029C	SMB1	TFIID	TFIID-dominated
YGL125W	MET13	CR	TFIID-dominated
YDL236W	PHO13	TFIID	TFIID-dominated
YCL017C	NFS1	TFIID	TFIID-dominated
YKR074W	AIM29	TFIID	TFIID-dominated
YLR327C	TMA10	CR	SAGA-dominated
YDL166C	FAP7	TFIID	TFIID-dominated
YBR023C	CHS3	TFIID	TFIID-dominated
YHL038C	CBP2	TFIID	TFIID-dominated
YLR373C	VID22	TFIID	TFIID-dominated
YHR029C	YHI9	TFIID	TFIID-dominated
YHL039W	EFM1	TFIID	TFIID-dominated
YDR093W	DNF2	TFIID	no call
YBL017C	PEP1	TFIID	TFIID-dominated
YLR069C	MEF1	TFIID	TFIID-dominated
YHR056C	RSC30	TFIID	TFIID-dominated
YNL207W	RIO2	TFIID	TFIID-dominated
YJR054W	KCH1	TFIID	TFIID-dominated
YML110C	COQ5	TFIID	TFIID-dominated
YGR136W	LSB1	CR	SAGA-dominated
YPR191W	QCR2	TFIID	TFIID-dominated
YGL073W	HSF1	TFIID	TFIID-dominated
YPL188W	POS5	TFIID	TFIID-dominated
YGR210C	YGR210C	TFIID	TFIID-dominated
YHR063C	PAN5	TFIID	TFIID-dominated
YML032C	RAD52	TFIID	TFIID-dominated
YKR006C	MRPL13	TFIID	TFIID-dominated
YDR012W	RPL4B	TFIID	TFIID-dominated
YNR006W	VPS27	TFIID	TFIID-dominated
YOR230W	WTM1	CR	SAGA-dominated
YLR419W	YLR419W	TFIID	TFIID-dominated
YCR043C	YCR043C	TFIID	TFIID-dominated
YJL072C	PSF2	TFIID	TFIID-dominated
YIL151C	ESL1	TFIID	TFIID-dominated
YOL062C	APM4	TFIID	TFIID-dominated
YML081W	TDA9	TFIID	TFIID-dominated
YIL063C	YRB2	TFIID	TFIID-dominated
YDR524C	AGE1	TFIID	TFIID-dominated
YKL023W	YKL023W	TFIID	TFIID-dominated
YOR299W	BUD7	TFIID	TFIID-dominated
YPR115W	RGC1	TFIID	no call
YDR244W	PEX5	TFIID	TFIID-dominated
YIL008W	URM1	TFIID	TFIID-dominated
YGL036W	YGL036W	TFIID	TFIID-dominated
YDR531W	CAB1	TFIID	TFIID-dominated
YBL005W	PDR3	TFIID	TFIID-dominated
YPR055W	SEC8	TFIID	TFIID-dominated
YDR422C	SIP1	TFIID	TFIID-dominated
YHR119W	SET1	TFIID	TFIID-dominated
YKR085C	MRPL20	TFIID	TFIID-dominated
YBR185C	MBA1	TFIID	TFIID-dominated
YMR158W	MRPS8	TFIID	TFIID-dominated
YKL002W	DID4	TFIID	TFIID-dominated
YNL088W	TOP2	TFIID	TFIID-dominated
YOL129W	VPS68	TFIID	TFIID-dominated
YDR206W	EBS1	TFIID	TFIID-dominated
YHR158C	KEL1	TFIID	TFIID-dominated
YOL103W	ITR2	TFIID	TFIID-dominated
YJR082C	EAF6	TFIID	TFIID-dominated
YNR039C	ZRG17	TFIID	TFIID-dominated
YKL137W	CMC1	TFIID	TFIID-dominated
YOR133W	EFT1	TFIID	TFIID-dominated
YGR005C	TFG2	TFIID	TFIID-dominated
YDR310C	SUM1	TFIID	no call
YIL044C	AGE2	TFIID	TFIID-dominated
YHR122W	CIA2	TFIID	TFIID-dominated
YML034W	SRC1	TFIID	TFIID-dominated
YPL227C	ALG5	TFIID	TFIID-dominated
YHL035C	VMR1	CR	SAGA-dominated
YFL047W	RGD2	TFIID	TFIID-dominated
YHR132W-A	IGO2	TFIID	
YPL001W	HAT1	TFIID	TFIID-dominated
YML017W	PSP2	TFIID	no call
YNL071W	LAT1	TFIID	TFIID-dominated
YOL059W	GPD2	TFIID	SAGA-dominated
YMR027W	YMR027W	TFIID	TFIID-dominated
YLR219W	MSC3	TFIID	TFIID-dominated
YMR286W	MRPL33	TFIID	TFIID-dominated
YIL068C	SEC6	TFIID	TFIID-dominated
YDL045W-A	MRP10	TFIID	TFIID-dominated
YJL208C	NUC1	TFIID	TFIID-dominated
YDR363W	ESC2	TFIID	TFIID-dominated
YOL111C	MDY2	TFIID	TFIID-dominated
YDL092W	SRP14	TFIID	TFIID-dominated
YOR196C	LIP5	TFIID	TFIID-dominated
YPL256C	CLN2	CR	SAGA-dominated
YMR005W	TAF4	TFIID	TFIID-dominated
YGR196C	FYV8	TFIID	TFIID-dominated
YFL022C	FRS2	TFIID	TFIID-dominated
YPR045C	THP3	CR	TFIID-dominated
YNL112W	DBP2	TFIID	TFIID-dominated
YLR002C	NOC3	TFIID	TFIID-dominated
YOR215C	AIM41	TFIID	TFIID-dominated
YNL076W	MKS1	TFIID	TFIID-dominated
YOR113W	AZF1	TFIID	TFIID-dominated
YGR150C	CCM1	TFIID	TFIID-dominated
YGR125W	YGR125W	TFIID	TFIID-dominated
YER157W	COG3	TFIID	TFIID-dominated
YGR014W	MSB2	CR	SAGA-dominated
YER040W	GLN3	TFIID	no call
YDL213C	NOP6	TFIID	TFIID-dominated
YOR094W	ARF3	TFIID	TFIID-dominated
YIL117C	PRM5	CR	SAGA-dominated
YIL143C	SSL2	TFIID	TFIID-dominated
YOR127W	RGA1	TFIID	TFIID-dominated
YCR023C	YCR023C	TFIID	TFIID-dominated
YCL009C	ILV6	TFIID	TFIID-dominated
YGR202C	PCT1	TFIID	TFIID-dominated
YOR164C	GET4	TFIID	TFIID-dominated
YML088W	UFO1	TFIID	TFIID-dominated
YLR342W-A	YLR342W-A	CR	
YLR148W	PEP3	TFIID	TFIID-dominated
YBR290W	BSD2	TFIID	TFIID-dominated
YNR052C	POP2	TFIID	TFIID-dominated
YAL056W	GPB2	TFIID	TFIID-dominated
YPL115C	BEM3	TFIID	no call
YDR075W	PPH3	TFIID	TFIID-dominated
YDR051C	DET1	TFIID	TFIID-dominated
YBR104W	YMC2	TFIID	TFIID-dominated
YHR024C	MAS2	TFIID	TFIID-dominated
YNR054C	ESF2	TFIID	TFIID-dominated
YKL112W	ABF1	TFIID	TFIID-dominated
YOL087C	DUF1	TFIID	TFIID-dominated
YDR316W	OMS1	TFIID	TFIID-dominated
YOL007C	CSI2	CR	TFIID-dominated
YDR393W	SHE9	TFIID	no call
YDL173W	PAR32	TFIID	TFIID-dominated
YKL085W	MDH1	CR	SAGA-dominated
YEL006W	YEA6	TFIID	TFIID-dominated
YIR011C	STS1	TFIID	TFIID-dominated
YLR117C	CLF1	TFIID	TFIID-dominated
YNL136W	EAF7	TFIID	TFIID-dominated
YKR025W	RPC37	TFIID	TFIID-dominated
YJR101W	RSM26	TFIID	TFIID-dominated
YLR204W	QRI5	TFIID	TFIID-dominated
YGL066W	SGF73	TFIID	TFIID-dominated
YHL029C	OCA5	TFIID	TFIID-dominated
YFR028C	CDC14	TFIID	TFIID-dominated
YBR170C	NPL4	TFIID	TFIID-dominated
YCR011C	ADP1	TFIID	TFIID-dominated
YKL067W	YNK1	TFIID	TFIID-dominated
YAL023C	PMT2	TFIID	TFIID-dominated
YOL045W	PSK2	TFIID	TFIID-dominated
YMR277W	FCP1	TFIID	TFIID-dominated
YGL220W	FRA2	TFIID	TFIID-dominated
YKL092C	BUD2	TFIID	TFIID-dominated
YGR007W	ECT1	TFIID	TFIID-dominated
YPL030W	TRM44	TFIID	TFIID-dominated
YMR123W	PKR1	TFIID	TFIID-dominated
YOL052C	SPE2	TFIID	TFIID-dominated
YFR011C	MIC19	TFIID	TFIID-dominated
YPR164W	MMS1	TFIID	TFIID-dominated
YGR179C	OKP1	TFIID	TFIID-dominated
YGR235C	MIC26	TFIID	TFIID-dominated
YGL222C	EDC1	TFIID	TFIID-dominated
YOL092W	YPQ1	TFIID	TFIID-dominated
YGL112C	TAF6	TFIID	TFIID-dominated
YDL188C	PPH22	TFIID	TFIID-dominated
YBL091C	MAP2	TFIID	TFIID-dominated
YHR121W	LSM12	TFIID	TFIID-dominated
YDR122W	KIN1	TFIID	TFIID-dominated
YCL061C	MRC1	TFIID	TFIID-dominated
YBL046W	PSY4	TFIID	TFIID-dominated
YGL213C	SKI8	TFIID	TFIID-dominated
YBR102C	EXO84	TFIID	SAGA-dominated
YPR171W	BSP1	TFIID	TFIID-dominated
YJL157C	FAR1	CR	SAGA-dominated
YGL155W	CDC43	TFIID	TFIID-dominated
YKL141W	SDH3	TFIID	TFIID-dominated
YFR006W	YFR006W	TFIID	TFIID-dominated
YKL106W	AAT1	TFIID	TFIID-dominated
YOR374W	ALD4	CR	SAGA-dominated
YHR004C	NEM1	TFIID	TFIID-dominated
YKL119C	VPH2	TFIID	TFIID-dominated
YKL051W	SFK1	CR	SAGA/TFIID
YLR212C	TUB4	TFIID	TFIID-dominated
YDR072C	IPT1	CR	TFIID-dominated
YMR086W	SEG1	TFIID	TFIID-dominated
YKL012W	PRP40	TFIID	TFIID-dominated
YOR152C	YOR152C	CR	TFIID-dominated
YPL159C	PET20	TFIID	TFIID-dominated
YGR056W	RSC1	TFIID	TFIID-dominated
YDL117W	CYK3	CR	TFIID-dominated
YGR057C	LST7	TFIID	TFIID-dominated
YBL067C	UBP13	TFIID	TFIID-dominated
YPR190C	RPC82	TFIID	TFIID-dominated
YJL178C	ATG27	TFIID	TFIID-dominated
YJL006C	CTK2	TFIID	TFIID-dominated
YJL049W	YJL049W	TFIID	TFIID-dominated
YJL020C	BBC1	TFIID	TFIID-dominated
YPL207W	TYW1	TFIID	TFIID-dominated
YHR085W	IPI1	TFIID	TFIID-dominated
YDR329C	PEX3	TFIID	no call
YGR161W-C	YGR161W-C	TFIID	
YOR256C	TRE2	TFIID	TFIID-dominated
YPL232W	SSO1	TFIID	TFIID-dominated
YLR420W	URA4	TFIID	TFIID-dominated
YDR466W	PKH3	TFIID	TFIID-dominated
YBR260C	RGD1	TFIID	TFIID-dominated
YPL086C	ELP3	TFIID	TFIID-dominated
YKL046C	DCW1	TFIID	TFIID-dominated
YJR069C	HAM1	TFIID	TFIID-dominated
YML115C	VAN1	TFIID	TFIID-dominated
YGL145W	TIP20	TFIID	TFIID-dominated
YDL028C	MPS1	TFIID	TFIID-dominated
YML046W	PRP39	TFIID	TFIID-dominated
YPL181W	CTI6	TFIID	TFIID-dominated
YNL166C	BNI5	TFIID	TFIID-dominated
YDR352W	YPQ2	TFIID	TFIID-dominated
YNR026C	SEC12	TFIID	TFIID-dominated
YLL043W	FPS1	TFIID	TFIID-dominated
YDR312W	SSF2	TFIID	TFIID-dominated
YKL022C	CDC16	TFIID	TFIID-dominated
YJR097W	JJJ3	TFIID	TFIID-dominated
YMR231W	PEP5	TFIID	TFIID-dominated
YJL203W	PRP21	TFIID	TFIID-dominated
YNL233W	BNI4	TFIID	TFIID-dominated
YDR348C	PAL1	TFIID	no call
YMR139W	RIM11	TFIID	TFIID-dominated
YMR219W	ESC1	TFIID	TFIID-dominated
YBR202W	MCM7	TFIID	TFIID-dominated
YHR195W	NVJ1	TFIID	TFIID-dominated
YOR330C	MIP1	TFIID	TFIID-dominated
YFR024C-A	LSB3	TFIID	TFIID-dominated
YDR358W	GGA1	TFIID	SAGA-dominated
YNL257C	SIP3	TFIID	TFIID-dominated
YNL284C	MRPL10	TFIID	TFIID-dominated
YDR056C	YDR056C	TFIID	TFIID-dominated
YDR306C	YDR306C	TFIID	TFIID-dominated
YJR032W	CPR7	TFIID	TFIID-dominated
YER089C	PTC2	TFIID	TFIID-dominated
YNL151C	RPC31	TFIID	TFIID-dominated
YOL090W	MSH2	TFIID	TFIID-dominated
YDR063W	AIM7	TFIID	TFIID-dominated
YJL209W	CBP1	TFIID	TFIID-dominated
YOL144W	NOP8	TFIID	TFIID-dominated
YML120C	NDI1	TFIID	TFIID-dominated
YDR167W	TAF10	TFIID	TFIID-dominated
YOR275C	RIM20	TFIID	TFIID-dominated
YHR102W	KIC1	TFIID	TFIID-dominated
YML097C	VPS9	TFIID	TFIID-dominated
YIL002W-A	YIL002W-A	TFIID	
YBL068W	PRS4	TFIID	TFIID-dominated
YKL023C-A	YKL023C-A	TFIID	
YKR029C	SET3	TFIID	TFIID-dominated
YDR267C	CIA1	TFIID	TFIID-dominated
YGL099W	LSG1	TFIID	TFIID-dominated
YDL170W	UGA3	CR	TFIID-dominated
YDR175C	RSM24	TFIID	TFIID-dominated
YKL064W	MNR2	TFIID	TFIID-dominated
YKL041W	VPS24	TFIID	TFIID-dominated
YJL053W	PEP8	TFIID	TFIID-dominated
YDL006W	PTC1	TFIID	TFIID-dominated
YIL048W	NEO1	TFIID	TFIID-dominated
YHL017W	YHL017W	TFIID	TFIID-dominated
YGL076C	RPL7A	TFIID	TFIID-dominated
YIL110W	HPM1	TFIID	TFIID-dominated
YDR311W	TFB1	TFIID	TFIID-dominated
YDR399W	HPT1	CR	SAGA-dominated
YGL219C	MDM34	TFIID	TFIID-dominated
YHR127W	YHR127W	TFIID	TFIID-dominated
YDR079W	PET100	TFIID	TFIID-dominated
YBR084W	MIS1	TFIID	TFIID-dominated
YMR193W	MRPL24	TFIID	TFIID-dominated
YOR301W	RAX1	TFIID	TFIID-dominated
YPR114W	YPR114W	TFIID	TFIID-dominated
YDR182W	CDC1	TFIID	TFIID-dominated
YGR047C	TFC4	TFIID	TFIID-dominated
YGR220C	MRPL9	TFIID	TFIID-dominated
YDL217C	TIM22	TFIID	TFIID-dominated
YGL139W	FLC3	TFIID	TFIID-dominated
YOR042W	CUE5	TFIID	TFIID-dominated
YLR285W	NNT1	TFIID	TFIID-dominated
YGR117C	YGR117C	TFIID	TFIID-dominated
YDR289C	RTT103	TFIID	TFIID-dominated
YJL055W	YJL055W	TFIID	TFIID-dominated
YBL059C-A	CMC2	TFIID	
YBR028C	YPK3	TFIID	TFIID-dominated
YBR057C	MUM2	TFIID	TFIID-dominated
YNR069C	BSC5	TFIID	TFIID-dominated
YKL053C-A	MDM35	TFIID	
YJR055W	HIT1	TFIID	TFIID-dominated
YOL060C	MAM3	TFIID	TFIID-dominated
YDL150W	RPC53	TFIID	TFIID-dominated
YLR241W	CSC1	TFIID	TFIID-dominated
YLR430W	SEN1	TFIID	TFIID-dominated
YBR236C	ABD1	TFIID	TFIID-dominated
YKR024C	DBP7	TFIID	TFIID-dominated
YER114C	BOI2	TFIID	TFIID-dominated
YGL095C	VPS45	TFIID	TFIID-dominated
YLL040C	VPS13	TFIID	TFIID-dominated
YLR065C	ENV10	TFIID	TFIID-dominated
YPL112C	PEX25	TFIID	TFIID-dominated
YCL005W-A	VMA9	TFIID	
YMR028W	TAP42	TFIID	TFIID-dominated
YML121W	GTR1	TFIID	TFIID-dominated
YOR320C	GNT1	TFIID	TFIID-dominated
YKR083C	DAD2	TFIID	TFIID-dominated
YMR189W	GCV2	TFIID	SAGA-dominated
YDR121W	DPB4	TFIID	no call
YDL046W	NPC2	TFIID	TFIID-dominated
YGL226C-A	OST5	TFIID	TFIID-dominated
YNL289W	PCL1	CR	TFIID-dominated
YPL263C	KEL3	TFIID	TFIID-dominated
YDL202W	MRPL11	TFIID	TFIID-dominated
YDR026C	NSI1	TFIID	TFIID-dominated
YOR257W	CDC31	TFIID	TFIID-dominated
YJR059W	PTK2	CR	TFIID-dominated
YPR018W	RLF2	TFIID	TFIID-dominated
YOR069W	VPS5	TFIID	TFIID-dominated
YNL259C	ATX1	TFIID	SAGA/TFIID
YHR059W	FYV4	TFIID	TFIID-dominated
YGR170W	PSD2	TFIID	TFIID-dominated
YOR308C	SNU66	TFIID	TFIID-dominated
YNL074C	MLF3	TFIID	TFIID-dominated
YLR277C	YSH1	TFIID	TFIID-dominated
YOL010W	RCL1	TFIID	TFIID-dominated
YGR046W	TAM41	TFIID	TFIID-dominated
YGL084C	GUP1	TFIID	TFIID-dominated
YPR166C	MRP2	TFIID	TFIID-dominated
YDR283C	GCN2	TFIID	TFIID-dominated
YDL133W	SRF1	TFIID	TFIID-dominated
YJL173C	RFA3	TFIID	TFIID-dominated
YOR304C-A	BIL1	TFIID	TFIID-dominated
YGL211W	NCS6	TFIID	TFIID-dominated
YBR110W	ALG1	TFIID	TFIID-dominated
YOL123W	HRP1	CR	TFIID-dominated
YGL191W	COX13	TFIID	TFIID-dominated
YLL054C	YLL054C	TFIID	TFIID-dominated
YMR171C	EAR1	TFIID	SAGA-dominated
YFL034C-B	MOB2	TFIID	
YNL054W	VAC7	TFIID	TFIID-dominated
