gene_id	gene_name	class	Huisinga_class
YJR118C	ILM1	TFIID	TFIID-dominated
YEL042W	GDA1	TFIID	TFIID-dominated
YLR369W	SSQ1	TFIID	TFIID-dominated
YMR239C	RNT1	TFIID	TFIID-dominated
YCR017C	CWH43	TFIID	no call
YOR172W	YRM1	TFIID	TFIID-dominated
YHR216W	IMD2	CR	TFIID-dominated
YDR492W	IZH1	CR	TFIID-dominated
YDR043C	NRG1	CR	SAGA-dominated
YBR160W	CDC28	TFIID	TFIID-dominated
YPL221W	FLC1	CR	SAGA-dominated
YDR528W	HLR1	CR	TFIID-dominated
YOR067C	ALG8	TFIID	TFIID-dominated
YJL125C	GCD14	TFIID	TFIID-dominated
YKL139W	CTK1	TFIID	TFIID-dominated
YPR022C	YPR022C	TFIID	TFIID-dominated
YAL053W	FLC2	TFIID	SAGA-dominated
YFL049W	SWP82	TFIID	TFIID-dominated
YMR315W	YMR315W	TFIID	SAGA-dominated
YGR246C	BRF1	TFIID	TFIID-dominated
YGR172C	YIP1	TFIID	TFIID-dominated
YLR115W	CFT2	TFIID	TFIID-dominated
YAL026C	DRS2	TFIID	no call
YGL203C	KEX1	TFIID	TFIID-dominated
YFR042W	KEG1	TFIID	TFIID-dominated
YGL180W	ATG1	TFIID	TFIID-dominated
YNL224C	SQS1	TFIID	TFIID-dominated
YIL085C	KTR7	TFIID	TFIID-dominated
YER167W	BCK2	TFIID	TFIID-dominated
YMR198W	CIK1	TFIID	TFIID-dominated
YLR243W	GPN3	TFIID	TFIID-dominated
YBR169C	SSE2	TFIID	SAGA-dominated
YOR175C	ALE1	TFIID	TFIID-dominated
YER020W	GPA2	TFIID	SAGA-dominated
YDL115C	IWR1	TFIID	TFIID-dominated
YJL031C	BET4	TFIID	TFIID-dominated
YBR030W	RKM3	TFIID	TFIID-dominated
YMR225C	MRPL44	TFIID	TFIID-dominated
YOR346W	REV1	TFIID	TFIID-dominated
YMR259C	TRM732	TFIID	TFIID-dominated
YGR165W	MRPS35	TFIID	TFIID-dominated
YEL020W-A	TIM9	TFIID	
YAL014C	SYN8	TFIID	TFIID-dominated
YGR048W	UFD1	TFIID	TFIID-dominated
YMR297W	PRC1	TFIID	TFIID-dominated
YBR065C	ECM2	TFIID	TFIID-dominated
YHR079C	IRE1	TFIID	no call
YFR005C	SAD1	TFIID	TFIID-dominated
YDR469W	SDC1	TFIID	TFIID-dominated
YPL125W	KAP120	TFIID	TFIID-dominated
YJR144W	MGM101	TFIID	TFIID-dominated
YGR266W	YGR266W	TFIID	TFIID-dominated
YGR002C	SWC4	TFIID	TFIID-dominated
YBR159W	IFA38	TFIID	TFIID-dominated
YJL201W	ECM25	TFIID	TFIID-dominated
YER059W	PCL6	TFIID	TFIID-dominated
YMR102C	YMR102C	CR	TFIID-dominated
YGR100W	MDR1	TFIID	no call
YFL018C	LPD1	TFIID	TFIID-dominated
YNL183C	NPR1	TFIID	TFIID-dominated
YNL021W	HDA1	TFIID	TFIID-dominated
YGR030C	POP6	TFIID	TFIID-dominated
YCR027C	RHB1	TFIID	TFIID-dominated
YOL116W	MSN1	CR	TFIID-dominated
YOL108C	INO4	TFIID	TFIID-dominated
YMR278W	PRM15	TFIID	TFIID-dominated
YGL197W	MDS3	TFIID	TFIID-dominated
YIL108W	YIL108W	CR	TFIID-dominated
YGR181W	TIM13	TFIID	TFIID-dominated
YFL009W	CDC4	TFIID	TFIID-dominated
YHR133C	NSG1	TFIID	TFIID-dominated
YBL034C	STU1	TFIID	no call
YGR237C	YGR237C	TFIID	TFIID-dominated
YNL265C	IST1	TFIID	TFIID-dominated
YJL156C	SSY5	TFIID	TFIID-dominated
YCR015C	YCR015C	TFIID	TFIID-dominated
YOL100W	PKH2	TFIID	TFIID-dominated
YER031C	YPT31	TFIID	TFIID-dominated
YML127W	RSC9	TFIID	TFIID-dominated
YER004W	FMP52	TFIID	TFIID-dominated
YOR294W	RRS1	TFIID	TFIID-dominated
YDL189W	RBS1	TFIID	TFIID-dominated
YPL058C	PDR12	CR	SAGA-dominated
YGL022W	STT3	TFIID	TFIID-dominated
YBR211C	AME1	TFIID	TFIID-dominated
YPR091C	NVJ2	TFIID	TFIID-dominated
YBR150C	TBS1	TFIID	TFIID-dominated
YOR002W	ALG6	TFIID	TFIID-dominated
YGL021W	ALK1	TFIID	TFIID-dominated
YOR143C	THI80	TFIID	TFIID-dominated
YAL013W	DEP1	TFIID	TFIID-dominated
YDR117C	TMA64	TFIID	TFIID-dominated
YER118C	SHO1	TFIID	TFIID-dominated
YNL107W	YAF9	TFIID	TFIID-dominated
YNL206C	RTT106	TFIID	TFIID-dominated
YBR289W	SNF5	TFIID	TFIID-dominated
YBR063C	YBR063C	TFIID	TFIID-dominated
YHR028C	DAP2	TFIID	TFIID-dominated
YJR066W	TOR1	TFIID	TFIID-dominated
YER156C	YER156C	TFIID	TFIID-dominated
YDL201W	TRM8	TFIID	TFIID-dominated
YMR134W	ERG29	TFIID	SAGA-dominated
YBR257W	POP4	TFIID	TFIID-dominated
YBR055C	PRP6	TFIID	TFIID-dominated
YOL016C	CMK2	TFIID	SAGA-dominated
YDR049W	VMS1	TFIID	TFIID-dominated
YHR114W	BZZ1	TFIID	TFIID-dominated
YOR059C	LPL1	TFIID	TFIID-dominated
YJL149W	DAS1	TFIID	TFIID-dominated
YDR221W	GTB1	TFIID	TFIID-dominated
YGL097W	SRM1	TFIID	TFIID-dominated
YFR013W	IOC3	TFIID	TFIID-dominated
YOR286W	RDL2	TFIID	TFIID-dominated
YKL138C	MRPL31	TFIID	TFIID-dominated
YLR260W	LCB5	TFIID	TFIID-dominated
YOL067C	RTG1	TFIID	TFIID-dominated
YLR258W	GSY2	CR	SAGA-dominated
YNL049C	SFB2	TFIID	TFIID-dominated
YML016C	PPZ1	TFIID	TFIID-dominated
YDR434W	GPI17	TFIID	TFIID-dominated
YLR389C	STE23	TFIID	TFIID-dominated
YMR247C	RKR1	TFIID	TFIID-dominated
YLR068W	FYV7	TFIID	TFIID-dominated
YLR396C	VPS33	TFIID	TFIID-dominated
YOL018C	TLG2	TFIID	TFIID-dominated
YDR200C	VPS64	TFIID	TFIID-dominated
YMR022W	UBC7	TFIID	TFIID-dominated
YML049C	RSE1	TFIID	TFIID-dominated
YKR084C	HBS1	TFIID	TFIID-dominated
YGL227W	VID30	TFIID	no call
YGR098C	ESP1	TFIID	TFIID-dominated
YOR079C	ATX2	TFIID	TFIID-dominated
YBR200W	BEM1	TFIID	TFIID-dominated
YGR113W	DAM1	TFIID	TFIID-dominated
YGL201C	MCM6	TFIID	TFIID-dominated
YLR220W	CCC1	TFIID	TFIID-dominated
YIL079C	AIR1	TFIID	TFIID-dominated
YNL099C	OCA1	TFIID	TFIID-dominated
YHR086W	NAM8	TFIID	TFIID-dominated
YKL140W	TGL1	TFIID	TFIID-dominated
YER168C	CCA1	TFIID	TFIID-dominated
YPL268W	PLC1	TFIID	TFIID-dominated
YLR450W	HMG2	TFIID	no call
YDR504C	SPG3	TFIID	TFIID-dominated
YGR223C	HSV2	TFIID	TFIID-dominated
YDR103W	STE5	TFIID	TFIID-dominated
YMR226C	YMR226C	CR	TFIID-dominated
YGL153W	PEX14	TFIID	TFIID-dominated
YDL110C	TMA17	CR	SAGA-dominated
YJR056C	YJR056C	TFIID	TFIID-dominated
YHR012W	VPS29	TFIID	TFIID-dominated
YJR110W	YMR1	TFIID	TFIID-dominated
YDL128W	VCX1	TFIID	TFIID-dominated
YJL001W	PRE3	TFIID	TFIID-dominated
YPL174C	NIP100	TFIID	TFIID-dominated
YHL030W	ECM29	TFIID	TFIID-dominated
YDR119W	VBA4	TFIID	TFIID-dominated
YIR010W	DSN1	TFIID	TFIID-dominated
YKL079W	SMY1	TFIID	TFIID-dominated
YOR044W	IRC23	TFIID	TFIID-dominated
YBR014C	GRX7	TFIID	TFIID-dominated
YML085C	TUB1	TFIID	TFIID-dominated
YNR034W	SOL1	TFIID	TFIID-dominated
YBL052C	SAS3	TFIID	TFIID-dominated
YDR350C	ATP22	TFIID	TFIID-dominated
YAL001C	TFC3	TFIID	TFIID-dominated
YNL101W	AVT4	TFIID	TFIID-dominated
YCR095C	OCA4	TFIID	TFIID-dominated
YKL157W	APE2	TFIID	TFIID-dominated
YLR245C	CDD1	TFIID	TFIID-dominated
YLR459W	GAB1	TFIID	TFIID-dominated
YFR003C	YPI1	TFIID	TFIID-dominated
YOR188W	MSB1	TFIID	TFIID-dominated
YPR129W	SCD6	TFIID	TFIID-dominated
YLR253W	MCP2	TFIID	TFIID-dominated
YPL022W	RAD1	TFIID	TFIID-dominated
YMR070W	MOT3	CR	TFIID-dominated
YER069W	"ARG5,6"	CR	SAGA-dominated
YLL023C	POM33	TFIID	TFIID-dominated
YGL005C	COG7	TFIID	TFIID-dominated
YJL056C	ZAP1	TFIID	TFIID-dominated
YGL223C	COG1	TFIID	TFIID-dominated
YDR217C	RAD9	TFIID	TFIID-dominated
YNL056W	OCA2	TFIID	TFIID-dominated
YLR345W	YLR345W	TFIID	SAGA-dominated
YDL231C	BRE4	TFIID	TFIID-dominated
YOL014W	YOL014W	TFIID	TFIID-dominated
YPR075C	OPY2	TFIID	TFIID-dominated
YJL024C	APS3	TFIID	TFIID-dominated
YMR214W	SCJ1	TFIID	TFIID-dominated
YOR097C	YOR097C	TFIID	TFIID-dominated
YJR135W-A	TIM8	TFIID	
YPR183W	DPM1	TFIID	SAGA/TFIID
YNL163C	RIA1	TFIID	TFIID-dominated
YLR143W	DPH6	TFIID	TFIID-dominated
YNL129W	NRK1	TFIID	TFIID-dominated
YIL093C	RSM25	TFIID	TFIID-dominated
YHR142W	CHS7	TFIID	TFIID-dominated
YBR145W	ADH5	CR	SAGA-dominated
YIR012W	SQT1	TFIID	TFIID-dominated
YMR285C	NGL2	TFIID	TFIID-dominated
YJR031C	GEA1	TFIID	TFIID-dominated
YPL045W	VPS16	TFIID	TFIID-dominated
YJL081C	ARP4	TFIID	TFIID-dominated
YNL311C	SKP2	TFIID	TFIID-dominated
YHR192W	LNP1	TFIID	TFIID-dominated
YOR081C	TGL5	CR	TFIID-dominated
YDR130C	FIN1	TFIID	TFIID-dominated
YGL110C	CUE3	TFIID	TFIID-dominated
YIL034C	CAP2	TFIID	TFIID-dominated
YMR162C	DNF3	TFIID	TFIID-dominated
YPL075W	GCR1	CR	SAGA-dominated
YBR129C	OPY1	TFIID	TFIID-dominated
YNL022C	RCM1	TFIID	TFIID-dominated
YNR018W	RCF2	TFIID	TFIID-dominated
YIR023W	DAL81	TFIID	TFIID-dominated
YOR264W	DSE3	CR	SAGA-dominated
YBL037W	APL3	TFIID	TFIID-dominated
YGR120C	COG2	TFIID	TFIID-dominated
YDR143C	SAN1	TFIID	TFIID-dominated
YDR465C	RMT2	TFIID	TFIID-dominated
YOR112W	CEX1	TFIID	TFIID-dominated
YHL013C	OTU2	TFIID	TFIID-dominated
YGL133W	ITC1	TFIID	TFIID-dominated
YPR154W	PIN3	TFIID	TFIID-dominated
YDR096W	GIS1	TFIID	SAGA-dominated
YLL031C	GPI13	TFIID	TFIID-dominated
YOL130W	ALR1	TFIID	TFIID-dominated
YER023W	PRO3	TFIID	TFIID-dominated
YLR438C-A	LSM3	TFIID	
YLR442C	SIR3	TFIID	no call
YDR275W	BSC2	CR	TFIID-dominated
YDR237W	MRPL7	TFIID	TFIID-dominated
YIR015W	RPR2	TFIID	TFIID-dominated
YIL145C	PAN6	TFIID	TFIID-dominated
YIL123W	SIM1	CR	SAGA/TFIID
YPL066W	RGL1	TFIID	SAGA-dominated
YMR029C	FAR8	TFIID	TFIID-dominated
YGL216W	KIP3	TFIID	TFIID-dominated
YJL029C	VPS53	TFIID	TFIID-dominated
YKL075C	YKL075C	TFIID	TFIID-dominated
YPL082C	MOT1	CR	TFIID-dominated
YMR115W	MGR3	TFIID	TFIID-dominated
YBR218C	PYC2	CR	SAGA-dominated
YPR056W	TFB4	TFIID	TFIID-dominated
YER159C	BUR6	CR	SAGA-dominated
YPL016W	SWI1	TFIID	TFIID-dominated
YOR099W	KTR1	TFIID	SAGA/TFIID
YGR024C	THG1	TFIID	TFIID-dominated
YHR084W	STE12	CR	TFIID-dominated
YML114C	TAF8	TFIID	TFIID-dominated
YOL057W	YOL057W	TFIID	TFIID-dominated
YNL052W	COX5A	TFIID	TFIID-dominated
YEL060C	PRB1	CR	SAGA-dominated
YDR288W	NSE3	TFIID	TFIID-dominated
YOR252W	TMA16	TFIID	TFIID-dominated
YKL144C	RPC25	TFIID	TFIID-dominated
YLR247C	IRC20	TFIID	TFIID-dominated
YGR166W	TRS65	TFIID	TFIID-dominated
YML052W	SUR7	CR	TFIID-dominated
YDL227C	HO	CR	
YGR010W	NMA2	TFIID	TFIID-dominated
YBR077C	SLM4	TFIID	TFIID-dominated
YHR048W	YHK8	TFIID	TFIID-dominated
YOR023C	AHC1	TFIID	TFIID-dominated
YDR379W	RGA2	TFIID	TFIID-dominated
YBR120C	CBP6	TFIID	TFIID-dominated
YBR254C	TRS20	TFIID	TFIID-dominated
YFL023W	BUD27	TFIID	TFIID-dominated
YJR130C	STR2	TFIID	TFIID-dominated
YCR026C	NPP1	TFIID	TFIID-dominated
YLR066W	SPC3	TFIID	TFIID-dominated
YJR077C	MIR1	TFIID	TFIID-dominated
YOR262W	GPN2	TFIID	TFIID-dominated
YMR313C	TGL3	TFIID	TFIID-dominated
YKR022C	NTR2	TFIID	TFIID-dominated
YIL124W	AYR1	TFIID	TFIID-dominated
YBR215W	HPC2	TFIID	TFIID-dominated
YMR092C	AIP1	TFIID	TFIID-dominated
YKR099W	BAS1	TFIID	TFIID-dominated
YLR039C	RIC1	TFIID	TFIID-dominated
YBR152W	SPP381	TFIID	TFIID-dominated
YBR132C	AGP2	CR	SAGA-dominated
YPL071C	YPL071C	TFIID	TFIID-dominated
YEL018W	EAF5	TFIID	TFIID-dominated
YIL137C	TMA108	TFIID	TFIID-dominated
YMR124W	EPO1	TFIID	TFIID-dominated
YOR220W	RCN2	TFIID	SAGA-dominated
YNL097C-B	YNL097C-B	TFIID	
YJL085W	EXO70	TFIID	TFIID-dominated
YKL173W	SNU114	TFIID	TFIID-dominated
YDL019C	OSH2	TFIID	TFIID-dominated
YML043C	RRN11	TFIID	TFIID-dominated
YBR192W	RIM2	TFIID	TFIID-dominated
YPR139C	LOA1	TFIID	TFIID-dominated
YEL032W	MCM3	TFIID	TFIID-dominated
YDR137W	RGP1	TFIID	TFIID-dominated
YBR288C	APM3	TFIID	TFIID-dominated
YBR201W	DER1	TFIID	TFIID-dominated
YDR321W	ASP1	TFIID	TFIID-dominated
YGL065C	ALG2	TFIID	TFIID-dominated
YML065W	ORC1	TFIID	TFIID-dominated
YML055W	SPC2	TFIID	TFIID-dominated
YLR130C	ZRT2	CR	SAGA/TFIID
YJR075W	HOC1	TFIID	TFIID-dominated
YDR532C	KRE28	TFIID	TFIID-dominated
YDL193W	NUS1	TFIID	TFIID-dominated
YDL215C	GDH2	TFIID	no call
YMR021C	MAC1	TFIID	TFIID-dominated
YPL132W	COX11	TFIID	TFIID-dominated
YDL131W	LYS21	TFIID	SAGA-dominated
YLR270W	DCS1	TFIID	TFIID-dominated
YKL059C	MPE1	TFIID	TFIID-dominated
YDR016C	DAD1	TFIID	TFIID-dominated
YML078W	CPR3	TFIID	TFIID-dominated
YNL080C	EOS1	TFIID	TFIID-dominated
YPL254W	HFI1	TFIID	TFIID-dominated
YOR208W	PTP2	TFIID	SAGA-dominated
YDR486C	VPS60	TFIID	TFIID-dominated
YNR024W	MPP6	TFIID	TFIID-dominated
YDR364C	CDC40	TFIID	TFIID-dominated
YDR067C	OCA6	TFIID	TFIID-dominated
YMR135C	GID8	TFIID	TFIID-dominated
YNL102W	POL1	TFIID	TFIID-dominated
YDR088C	SLU7	TFIID	TFIID-dominated
YCL052C	PBN1	TFIID	TFIID-dominated
YOR319W	HSH49	TFIID	TFIID-dominated
YIL033C	BCY1	TFIID	TFIID-dominated
YKR007W	MEH1	TFIID	TFIID-dominated
YJR093C	FIP1	TFIID	TFIID-dominated
YDR272W	GLO2	TFIID	TFIID-dominated
YOR353C	SOG2	TFIID	TFIID-dominated
YFR049W	YMR31	TFIID	TFIID-dominated
YHR042W	NCP1	TFIID	TFIID-dominated
YOR022C	YOR022C	TFIID	TFIID-dominated
YPL128C	TBF1	TFIID	TFIID-dominated
YGR143W	SKN1	TFIID	TFIID-dominated
YLR006C	SSK1	TFIID	TFIID-dominated
YMR289W	ABZ2	TFIID	TFIID-dominated
YAR042W	SWH1	TFIID	TFIID-dominated
YMR075W	RCO1	TFIID	TFIID-dominated
YJL087C	TRL1	TFIID	TFIID-dominated
YFR048W	RMD8	TFIID	TFIID-dominated
YKL003C	MRP17	TFIID	TFIID-dominated
YOR297C	TIM18	TFIID	TFIID-dominated
YIR002C	MPH1	TFIID	TFIID-dominated
YHR003C	TCD1	TFIID	TFIID-dominated
YJL092W	SRS2	TFIID	TFIID-dominated
YDR020C	DAS2	TFIID	TFIID-dominated
YBR282W	MRPL27	TFIID	TFIID-dominated
YHL004W	MRP4	TFIID	TFIID-dominated
YCR088W	ABP1	TFIID	TFIID-dominated
YKL155C	RSM22	TFIID	TFIID-dominated
YLR353W	BUD8	TFIID	TFIID-dominated
YMR267W	PPA2	TFIID	TFIID-dominated
YDR448W	ADA2	TFIID	TFIID-dominated
YBR052C	RFS1	TFIID	TFIID-dominated
YNL225C	CNM67	TFIID	TFIID-dominated
YHR007C-A	YHR007C-A	CR	
YIL050W	PCL7	TFIID	TFIID-dominated
YBL038W	MRPL16	TFIID	TFIID-dominated
YER130C	COM2	CR	SAGA-dominated
YKL027W	TCD2	TFIID	TFIID-dominated
YMR270C	RRN9	TFIID	TFIID-dominated
YPL042C	SSN3	TFIID	TFIID-dominated
YDR036C	EHD3	TFIID	TFIID-dominated
YHR155W	YSP1	TFIID	TFIID-dominated
YLR266C	PDR8	TFIID	TFIID-dominated
YPL064C	CWC27	TFIID	TFIID-dominated
YHR154W	RTT107	TFIID	TFIID-dominated
YPL180W	TCO89	TFIID	TFIID-dominated
YFL002C	SPB4	TFIID	TFIID-dominated
YGL224C	SDT1	CR	TFIID-dominated
YBL001C	ECM15	TFIID	TFIID-dominated
YKL045W	PRI2	TFIID	TFIID-dominated
YDR495C	VPS3	TFIID	no call
YAL024C	LTE1	TFIID	TFIID-dominated
YGL210W	YPT32	TFIID	TFIID-dominated
YML030W	RCF1	TFIID	TFIID-dominated
YMR199W	CLN1	CR	SAGA-dominated
YIL016W	SNL1	TFIID	TFIID-dominated
YOR385W	YOR385W	TFIID	SAGA-dominated
YLR172C	DPH5	TFIID	TFIID-dominated
YDR047W	HEM12	TFIID	TFIID-dominated
YBR038W	CHS2	TFIID	TFIID-dominated
YNL220W	ADE12	TFIID	SAGA-dominated
YLR047C	FRE8	TFIID	TFIID-dominated
YOR371C	GPB1	TFIID	TFIID-dominated
YDR255C	RMD5	TFIID	SAGA-dominated
YOR025W	HST3	CR	TFIID-dominated
YJL054W	TIM54	TFIID	TFIID-dominated
YBR058C	UBP14	TFIID	TFIID-dominated
YJL153C	INO1	CR	TFIID-dominated
YHR047C	AAP1	TFIID	TFIID-dominated
YMR218C	TRS130	TFIID	TFIID-dominated
YLL032C	YLL032C	TFIID	TFIID-dominated
YMR215W	GAS3	TFIID	SAGA/TFIID
YHR069C	RRP4	TFIID	TFIID-dominated
YDR302W	GPI11	TFIID	TFIID-dominated
YDR229W	IVY1	TFIID	TFIID-dominated
YFR032C-B	YFR032C-B	TFIID	
YBL014C	RRN6	TFIID	TFIID-dominated
YHR039C	MSC7	TFIID	TFIID-dominated
YCR090C	YCR090C	TFIID	TFIID-dominated
YER081W	SER3	CR	TFIID-dominated
YMR076C	PDS5	TFIID	TFIID-dominated
YPL139C	UME1	TFIID	TFIID-dominated
YPR175W	DPB2	TFIID	TFIID-dominated
YMR119W	ASI1	TFIID	TFIID-dominated
YDR405W	MRP20	TFIID	TFIID-dominated
YOL077W-A	ATP19	TFIID	
YDR164C	SEC1	TFIID	TFIID-dominated
YER095W	RAD51	TFIID	TFIID-dominated
YJL127C	SPT10	TFIID	no call
YBR087W	RFC5	TFIID	TFIID-dominated
YEL025C	YEL025C	TFIID	TFIID-dominated
YLR203C	MSS51	TFIID	TFIID-dominated
YOR213C	SAS5	TFIID	TFIID-dominated
YNL119W	NCS2	TFIID	TFIID-dominated
YDR235W	PRP42	TFIID	TFIID-dominated
YBR111C	YSA1	TFIID	TFIID-dominated
YER013W	PRP22	TFIID	TFIID-dominated
YGR001C	EFM5	TFIID	TFIID-dominated
YNR046W	TRM112	TFIID	TFIID-dominated
YER047C	SAP1	TFIID	TFIID-dominated
YJR089W	BIR1	TFIID	TFIID-dominated
YHL008C	YHL008C	TFIID	no call
YIL045W	PIG2	TFIID	TFIID-dominated
YMR227C	TAF7	TFIID	TFIID-dominated
YBR255W	MTC4	TFIID	TFIID-dominated
YOR115C	TRS33	TFIID	TFIID-dominated
YHL023C	NPR3	TFIID	TFIID-dominated
YNL038W	GPI15	TFIID	TFIID-dominated
YPR107C	YTH1	TFIID	no call
YIL121W	QDR2	CR	SAGA-dominated
YPR023C	EAF3	TFIID	TFIID-dominated
YGL181W	GTS1	TFIID	TFIID-dominated
YGR095C	RRP46	TFIID	TFIID-dominated
YFL024C	EPL1	TFIID	no call
YGL012W	ERG4	CR	TFIID-dominated
YHR132C	ECM14	TFIID	TFIID-dominated
YDR304C	CPR5	TFIID	TFIID-dominated
YGL234W	"ADE5,7"	TFIID	TFIID-dominated
YDR205W	MSC2	TFIID	TFIID-dominated
YBL011W	SCT1	TFIID	TFIID-dominated
YER139C	RTR1	TFIID	TFIID-dominated
YDR197W	CBS2	TFIID	TFIID-dominated
YDR090C	YDR090C	TFIID	TFIID-dominated
YHR050W	SMF2	TFIID	TFIID-dominated
YBL104C	SEA4	TFIID	no call
YCL051W	LRE1	TFIID	TFIID-dominated
YHR037W	PUT2	CR	TFIID-dominated
YFL046W	FMP32	TFIID	TFIID-dominated
YBL102W	SFT2	TFIID	TFIID-dominated
YLR074C	BUD20	TFIID	TFIID-dominated
YJR111C	YJR111C	TFIID	TFIID-dominated
YBR217W	ATG12	TFIID	TFIID-dominated
YDR420W	HKR1	TFIID	TFIID-dominated
YGL256W	ADH4	TFIID	TFIID-dominated
YDR520C	URC2	TFIID	TFIID-dominated
YKR079C	TRZ1	TFIID	TFIID-dominated
YDR430C	CYM1	TFIID	TFIID-dominated
YNL294C	RIM21	TFIID	TFIID-dominated
YPR111W	DBF20	TFIID	TFIID-dominated
YKL021C	MAK11	TFIID	TFIID-dominated
YML041C	VPS71	TFIID	TFIID-dominated
YNL158W	PGA1	TFIID	TFIID-dominated
YLR272C	YCS4	TFIID	TFIID-dominated
YDL160C-A	MHF2	TFIID	
YDL178W	DLD2	TFIID	TFIID-dominated
YLR422W	YLR422W	TFIID	TFIID-dominated
YPR057W	BRR1	TFIID	TFIID-dominated
YGR271W	SLH1	TFIID	SAGA-dominated
YGR093W	DRN1	TFIID	TFIID-dominated
YMR269W	TMA23	TFIID	TFIID-dominated
YBL066C	SEF1	TFIID	TFIID-dominated
YBR035C	PDX3	TFIID	TFIID-dominated
YLL062C	MHT1	TFIID	TFIID-dominated
YJR068W	RFC2	TFIID	TFIID-dominated
YPL046C	ELC1	TFIID	TFIID-dominated
YNL127W	FAR11	TFIID	TFIID-dominated
YOR189W	IES4	TFIID	TFIID-dominated
YMR258C	ROY1	TFIID	TFIID-dominated
YGR257C	MTM1	TFIID	TFIID-dominated
YNR055C	HOL1	TFIID	TFIID-dominated
YGR222W	PET54	CR	TFIID-dominated
YMR067C	UBX4	TFIID	TFIID-dominated
YPL162C	YPL162C	TFIID	TFIID-dominated
YOR350C	MNE1	TFIID	TFIID-dominated
YDR144C	MKC7	TFIID	SAGA-dominated
YGR129W	SYF2	TFIID	TFIID-dominated
YBR227C	MCX1	TFIID	TFIID-dominated
YDR416W	SYF1	TFIID	TFIID-dominated
YOR201C	MRM1	TFIID	TFIID-dominated
YJR112W	NNF1	TFIID	TFIID-dominated
YJL084C	ALY2	TFIID	TFIID-dominated
YKR003W	OSH6	TFIID	TFIID-dominated
YNL100W	MIC27	TFIID	TFIID-dominated
YER032W	FIR1	TFIID	TFIID-dominated
YGR163W	GTR2	TFIID	TFIID-dominated
YBR251W	MRPS5	TFIID	TFIID-dominated
YPR174C	YPR174C	TFIID	TFIID-dominated
YOR076C	SKI7	TFIID	TFIID-dominated
YBL023C	MCM2	TFIID	TFIID-dominated
YOL019W	YOL019W	CR	TFIID-dominated
YDR460W	TFB3	TFIID	TFIID-dominated
YNL159C	ASI2	TFIID	TFIID-dominated
YBR229C	ROT2	TFIID	TFIID-dominated
YBL018C	POP8	TFIID	TFIID-dominated
YGL161C	YIP5	TFIID	TFIID-dominated
YLL003W	SFI1	TFIID	TFIID-dominated
YMR220W	ERG8	TFIID	TFIID-dominated
YOL142W	RRP40	TFIID	TFIID-dominated
YDR314C	RAD34	TFIID	TFIID-dominated
YDL039C	PRM7	CR	TFIID-dominated
YCR037C	PHO87	TFIID	TFIID-dominated
YKL074C	MUD2	TFIID	TFIID-dominated
YNL291C	MID1	TFIID	TFIID-dominated
YJL019W	MPS3	TFIID	TFIID-dominated
YDR156W	RPA14	TFIID	TFIID-dominated
YBL006C	LDB7	TFIID	TFIID-dominated
YBR238C	YBR238C	TFIID	TFIID-dominated
YER074W-A	YOS1	TFIID	
YJL057C	IKS1	TFIID	TFIID-dominated
YDR441C	APT2	TFIID	TFIID-dominated
YDR514C	YDR514C	TFIID	TFIID-dominated
YFR034C	PHO4	CR	no call
YIL158W	AIM20	TFIID	TFIID-dominated
YGR080W	TWF1	TFIID	TFIID-dominated
YFR044C	DUG1	TFIID	TFIID-dominated
YOR106W	VAM3	TFIID	TFIID-dominated
YJL141C	YAK1	TFIID	TFIID-dominated
YLR107W	REX3	TFIID	TFIID-dominated
YNR028W	CPR8	TFIID	TFIID-dominated
YBR216C	YBP1	TFIID	TFIID-dominated
YNL227C	JJJ1	TFIID	TFIID-dominated
YMR292W	GOT1	TFIID	TFIID-dominated
YCL055W	KAR4	CR	SAGA-dominated
YJR126C	VPS70	TFIID	TFIID-dominated
YKL110C	KTI12	TFIID	TFIID-dominated
YKL129C	MYO3	TFIID	TFIID-dominated
YDR325W	YCG1	TFIID	TFIID-dominated
YDL043C	PRP11	TFIID	TFIID-dominated
YPL127C	HHO1	CR	SAGA/TFIID
YLL061W	MMP1	CR	TFIID-dominated
YGL059W	PKP2	TFIID	TFIID-dominated
YAL043C	PTA1	TFIID	TFIID-dominated
YNL217W	YNL217W	CR	SAGA/TFIID
YHR061C	GIC1	TFIID	TFIID-dominated
YDL179W	PCL9	CR	TFIID-dominated
YJR052W	RAD7	TFIID	TFIID-dominated
YAL021C	CCR4	TFIID	no call
YER134C	YER134C	TFIID	TFIID-dominated
YLR210W	CLB4	TFIID	TFIID-dominated
YMR302C	YME2	TFIID	TFIID-dominated
YKL113C	RAD27	TFIID	TFIID-dominated
YOL031C	SIL1	TFIID	TFIID-dominated
YEL050C	RML2	TFIID	TFIID-dominated
YOL034W	SMC5	TFIID	TFIID-dominated
YLL019C	KNS1	TFIID	SAGA-dominated
YPR138C	MEP3	CR	SAGA-dominated
YGL098W	USE1	TFIID	TFIID-dominated
YKR010C	TOF2	TFIID	TFIID-dominated
YGR076C	MRPL25	TFIID	TFIID-dominated
YDR294C	DPL1	TFIID	TFIID-dominated
YER067W	RGI1	CR	SAGA-dominated
YBL081W	YBL081W	TFIID	TFIID-dominated
YLR094C	GIS3	TFIID	TFIID-dominated
YJL115W	ASF1	TFIID	TFIID-dominated
